0	4.45123	8.90722	 -2367.18	73772.3	712.686
1	1.78701	8.37885	 -546.016	17016.6	166.671
2	0.508163	8.12154	 -125.947	3925.42	40.7232
3	-0.105338	7.99442	 -29.0547	905.806	11.6686
4	-0.399292	7.92983	 -6.70544	209.303	4.96311
5	-0.539778	7.89528	 -1.55037	48.6469	3.41274
6	-0.606558	7.87515	 -0.361299	11.5895	3.05144
7	-0.63794	7.86196	 -0.0870214	3.04119	2.96442
8	-0.652322	7.85209	 -0.0237504	1.06881	2.94067
9	-0.65854	7.84383	 -0.00914994	0.613221	2.93152
10	-0.660838	7.83635	 -0.00577583	0.507498	2.92575
11	-0.661253	7.82924	 -0.00499119	0.482477	2.92075
12	-0.660765	7.82231	 -0.00480385	0.476071	2.91595
13	-0.659844	7.81547	 -0.0047543	0.47396	2.9112
14	-0.658716	7.80868	 -0.00473654	0.47284	2.90646
15	-0.657488	7.80191	 -0.00472612	0.471951	2.90173
16	-0.656213	7.79516	 -0.00471741	0.471115	2.89702
17	-0.654917	7.78842	 -0.0047091	0.470294	2.89231
18	-0.65361	7.78169	 -0.00470089	0.469476	2.88761
19	-0.652299	7.77496	 -0.00469272	0.468661	2.88291
20	-0.650987	7.76825	 -0.00468457	0.467847	2.87823
21	-0.649675	7.76153	 -0.00467643	0.467034	2.87355
22	-0.648363	7.75483	 -0.00466831	0.466223	2.86888
23	-0.647052	7.74812	 -0.00466021	0.465413	2.86422
24	-0.645742	7.74143	 -0.00465211	0.464605	2.85957
25	-0.644434	7.73474	 -0.00464403	0.463798	2.85493
26	-0.643126	7.72806	 -0.00463597	0.462993	2.85029
27	-0.641819	7.72138	 -0.00462792	0.462189	2.84566
28	-0.640514	7.71471	 -0.00461988	0.461386	2.84104
29	-0.63921	7.70804	 -0.00461186	0.460585	2.83643
30	-0.637906	7.70138	 -0.00460385	0.459785	2.83183
31	-0.636604	7.69473	 -0.00459585	0.458987	2.82723
32	-0.635304	7.68808	 -0.00458787	0.45819	2.82265
33	-0.634004	7.68143	 -0.0045799	0.457394	2.81807
34	-0.632705	7.6748	 -0.00457195	0.456599	2.81349
35	-0.631408	7.66816	 -0.00456401	0.455807	2.80893
36	-0.630111	7.66154	 -0.00455609	0.455015	2.80437
37	-0.628816	7.65492	 -0.00454817	0.454225	2.79982
38	-0.627522	7.64831	 -0.00454027	0.453436	2.79528
39	-0.626229	7.6417	 -0.00453239	0.452648	2.79075
40	-0.624937	7.63509	 -0.00452452	0.451862	2.78623
41	-0.623646	7.6285	 -0.00451666	0.451078	2.78171
42	-0.622356	7.62191	 -0.00450882	0.450294	2.7772
43	-0.621068	7.61532	 -0.00450099	0.449512	2.7727
44	-0.61978	7.60874	 -0.00449317	0.448732	2.76821
45	-0.618494	7.60217	 -0.00448537	0.447952	2.76372
46	-0.617209	7.5956	 -0.00447758	0.447174	2.75925
47	-0.615925	7.58904	 -0.0044698	0.446398	2.75478
48	-0.614642	7.58248	 -0.00446204	0.445623	2.75031
49	-0.61336	7.57593	 -0.00445429	0.444849	2.74586
50	-0.612079	7.56938	 -0.00444656	0.444076	2.74141
51	-0.6108	7.56284	 -0.00443883	0.443305	2.73697
52	-0.609521	7.55631	 -0.00443112	0.442535	2.73254
53	-0.608244	7.54978	 -0.00442343	0.441767	2.72812
54	-0.606968	7.54326	 -0.00441575	0.440999	2.7237
55	-0.605693	7.53674	 -0.00440808	0.440234	2.7193
56	-0.604418	7.53023	 -0.00440042	0.439469	2.71489
57	-0.603146	7.52372	 -0.00439278	0.438706	2.7105
58	-0.601874	7.51722	 -0.00438515	0.437944	2.70612
59	-0.600603	7.51073	 -0.00437754	0.437183	2.70174
60	-0.599333	7.50424	 -0.00436994	0.436424	2.69737
61	-0.598065	7.49775	 -0.00436235	0.435666	2.69301
62	-0.596797	7.49128	 -0.00435477	0.43491	2.68865
63	-0.595531	7.4848	 -0.00434721	0.434154	2.68431
64	-0.594266	7.47834	 -0.00433966	0.4334	2.67997
65	-0.593002	7.47188	 -0.00433212	0.432648	2.67563
66	-0.591739	7.46542	 -0.0043246	0.431896	2.67131
67	-0.590477	7.45897	 -0.00431709	0.431146	2.66699
68	-0.589216	7.45253	 -0.00430959	0.430398	2.66268
69	-0.587956	7.44609	 -0.00430211	0.42965	2.65838
70	-0.586697	7.43966	 -0.00429464	0.428904	2.65409
71	-0.58544	7.43323	 -0.00428718	0.428159	2.6498
72	-0.584183	7.42681	 -0.00427973	0.427416	2.64552
73	-0.582928	7.42039	 -0.0042723	0.426673	2.64125
74	-0.581674	7.41398	 -0.00426488	0.425932	2.63698
75	-0.580421	7.40758	 -0.00425747	0.425193	2.63272
76	-0.579169	7.40118	 -0.00425008	0.424454	2.62847
77	-0.577918	7.39478	 -0.0042427	0.423717	2.62423
78	-0.576668	7.3884	 -0.00423533	0.422981	2.62
79	-0.575419	7.38201	 -0.00422798	0.422247	2.61577
80	-0.574171	7.37564	 -0.00422063	0.421513	2.61155
81	-0.572924	7.36926	 -0.0042133	0.420781	2.60733
82	-0.571679	7.3629	 -0.00420599	0.420051	2.60313
83	-0.570434	7.35654	 -0.00419868	0.419321	2.59893
84	-0.569191	7.35018	 -0.00419139	0.418593	2.59474
85	-0.567948	7.34383	 -0.00418411	0.417866	2.59055
86	-0.566707	7.33749	 -0.00417685	0.41714	2.58638
87	-0.565467	7.33115	 -0.00416959	0.416416	2.58221
88	-0.564228	7.32482	 -0.00416235	0.415693	2.57804
89	-0.56299	7.31849	 -0.00415512	0.414971	2.57389
90	-0.561753	7.31217	 -0.00414791	0.41425	2.56974
