9.55952	9.70423	 -26.4431	2183.96	133.3
9.16496	9.4538	 -20.636	1735.44	112.664
8.80813	9.23882	 -16.474	1405.26	96.1897
8.48301	9.05221	 -13.3894	1155.29	82.8003
8.18499	8.88876	 -11.0414	961.683	71.7589
7.91047	8.74453	 -9.21462	808.881	62.5443
7.65654	8.61642	 -7.76726	686.352	54.777
7.42086	8.50202	 -6.60286	586.763	48.1742
7.20145	8.39938	 -5.65378	504.874	42.5204
6.99667	8.30689	 -4.87147	436.858	37.6489
6.80513	8.22325	 -4.2203	379.866	33.4286
6.62561	8.14736	 -3.67364	331.741	29.755
6.45707	8.07829	 -3.21126	290.824	26.5437
6.29861	8.01527	 -2.81755	255.824	23.7262
6.14942	7.95762	 -2.48032	225.722	21.2459
6.00878	7.90477	 -2.18995	199.708	19.0559
5.87606	7.85622	 -1.93874	177.127	17.1172
5.75069	7.81154	 -1.72047	157.449	15.3967
5.63217	7.77035	 -1.53009	140.24	13.8666
5.52002	7.73232	 -1.36347	125.14	12.5031
5.41383	7.69714	 -1.21717	111.853	11.286
5.31321	7.66457	 -1.08835	100.13	10.1976
5.21781	7.63437	 -0.974611	89.7605	9.223
5.12731	7.60633	 -0.873957	80.568	8.34904
5.04142	7.58027	 -0.784682	72.4022	7.56436
4.95986	7.55603	 -0.705341	65.1346	6.85902
4.88237	7.53345	 -0.634697	58.6551	6.22432
4.80873	7.51241	 -0.571689	52.8691	5.65264
4.73872	7.49277	 -0.515403	47.6946	5.13723
4.67214	7.47444	 -0.46505	43.0606	4.67218
4.60879	7.45732	 -0.419942	38.9055	4.25224
4.54851	7.4413	 -0.379484	35.1753	3.87276
4.49112	7.42632	 -0.343154	31.823	3.5296
4.43648	7.41229	 -0.310496	28.8072	3.21911
4.38444	7.39915	 -0.281109	26.0916	2.938
4.33487	7.38683	 -0.254642	23.6442	2.68336
4.28764	7.37529	 -0.230783	21.4367	2.45257
4.24262	7.36445	 -0.20926	19.444	2.24331
4.19972	7.35429	 -0.189827	17.6439	2.05349
4.15881	7.34474	 -0.172271	16.0169	1.88121
4.11981	7.33578	 -0.156399	14.5452	1.72482
4.08261	7.32736	 -0.142041	13.2134	1.58278
4.04713	7.31945	 -0.129045	12.0074	1.45373
4.01329	7.31201	 -0.117276	10.9149	1.33645
3.981	7.30502	 -0.106613	9.9246	1.22984
3.95019	7.29845	 -0.0969467	9.02663	1.13289
3.92078	7.29227	 -0.0881807	8.21202	1.04471
3.89272	7.28645	 -0.0802275	7.47273	0.964486
3.86594	7.28099	 -0.0730092	6.80155	0.891477
3.84037	7.27585	 -0.0664553	6.192	0.825022
3.81596	7.27102	 -0.0605027	5.63824	0.764519
3.79265	7.26647	 -0.0550944	5.13499	0.709425
3.7704	7.2622	 -0.0501792	4.67753	0.659246
3.74915	7.25818	 -0.0457108	4.26157	0.613535
3.72885	7.25441	 -0.0416476	3.88325	0.571887
3.70947	7.25086	 -0.0379518	3.53908	0.533936
3.69095	7.24753	 -0.0345895	3.2259	0.499346
3.67327	7.2444	 -0.0315297	2.94086	0.467816
3.65637	7.24146	 -0.0287448	2.68139	0.439072
3.64023	7.23871	 -0.0262095	2.44513	0.412862
3.62481	7.23613	 -0.0239009	2.22998	0.388961
3.61007	7.2337	 -0.0217985	2.03402	0.367163
3.59599	7.23144	 -0.0198835	1.8555	0.347279
3.58254	7.22932	 -0.018139	1.69285	0.32914
3.56968	7.22734	 -0.0165494	1.54463	0.312591
3.55739	7.22548	 -0.0151008	1.40955	0.29749
3.54564	7.22376	 -0.0137806	1.28643	0.283709
3.53442	7.22214	 -0.0125772	1.17419	0.271132
3.52368	7.22065	 -0.0114801	1.07185	0.259652
3.51342	7.21925	 -0.0104799	0.978546	0.249172
3.50362	7.21796	 -0.00956785	0.893457	0.239604
3.49424	7.21676	 -0.00873612	0.815856	0.230868
3.48528	7.21566	 -0.00797756	0.745078	0.222891
3.47671	7.21463	 -0.00728567	0.680515	0.215605
3.46851	7.21369	 -0.00665454	0.621619	0.20895
3.46067	7.21283	 -0.00607878	0.567887	0.202872
3.45318	7.21205	 -0.0055535	0.518862	0.197318
3.44601	7.21133	 -0.00507423	0.474129	0.192244
3.43916	7.21068	 -0.00463691	0.43331	0.187607
3.4326	7.21009	 -0.00423785	0.39606	0.183369
3.42633	7.20956	 -0.00387367	0.362064	0.179495
3.42033	7.20909	 -0.0035413	0.331036	0.175954
3.41459	7.20868	 -0.00323795	0.302717	0.172716
3.4091	7.20831	 -0.00296107	0.276867	0.169755
3.40385	7.208	 -0.00270833	0.253271	0.167047
3.39882	7.20773	 -0.00247763	0.23173	0.164569
3.39401	7.20751	 -0.00226702	0.212066	0.162302
3.38941	7.20733	 -0.00207476	0.194114	0.160227
3.38501	7.20719	 -0.00189923	0.177723	0.158328
3.38079	7.20709	 -0.00173897	0.162759	0.156589
3.37676	7.20703	 -0.00159265	0.149095	0.154996
3.3729	7.207	 -0.00145905	0.136619	0.153537
3.3692	7.20701	 -0.00133706	0.125227	0.1522
3.36566	7.20705	 -0.00122567	0.114824	0.150975
3.36228	7.20712	 -0.00112395	0.105325	0.149851
3.35903	7.20722	 -0.00103107	0.0966498	0.14882
3.35593	7.20734	 -0.000946244	0.0887277	0.147873
3.35295	7.20749	 -0.000868779	0.0814928	0.147005
3.3501	7.20767	 -0.000798035	0.0748853	0.146207
3.34737	7.20787	 -0.000733424	0.0688507	0.145473
3.34476	7.20809	 -0.000674416	0.0633391	0.144799
3.34225	7.20834	 -0.000620521	0.0583052	0.144178
3.33985	7.20861	 -0.000571297	0.0537073	0.143607
3.33755	7.20889	 -0.000526336	0.0495076	0.143081
3.33535	7.2092	 -0.000485269	0.0456716	0.142595
3.33324	7.20952	 -0.000447758	0.0421677	0.142148
3.33121	7.20986	 -0.000413494	0.038967	0.141734
3.32927	7.21022	 -0.000382195	0.0360432	0.141352
3.32741	7.21059	 -0.000353604	0.0333724	0.140998
3.32562	7.21097	 -0.000327486	0.0309325	0.140671
3.32391	7.21138	 -0.000303626	0.0287035	0.140367
3.32227	7.21179	 -0.000281829	0.0266672	0.140085
3.32069	7.21222	 -0.000261916	0.0248068	0.139823
3.31918	7.21266	 -0.000243723	0.0231071	0.13958
3.31773	7.21311	 -0.000227101	0.0215542	0.139353
3.31634	7.21357	 -0.000211914	0.0201353	0.139141
3.315	7.21404	 -0.000198039	0.0188388	0.138943
3.31371	7.21453	 -0.00018536	0.0176542	0.138757
3.31248	7.21502	 -0.000173775	0.0165717	0.138584
3.31129	7.21552	 -0.000163188	0.0155825	0.13842
3.31016	7.21604	 -0.000153514	0.0146785	0.138267
3.30906	7.21656	 -0.000144673	0.0138523	0.138122
3.30801	7.21708	 -0.000136593	0.0130973	0.137986
3.307	7.21762	 -0.000129208	0.0124071	0.137856
3.30603	7.21816	 -0.000122459	0.0117763	0.137734
3.30509	7.21871	 -0.000116289	0.0111996	0.137618
3.30419	7.21927	 -0.000110648	0.0106724	0.137507
3.30332	7.21983	 -0.000105492	0.0101904	0.137401
3.30249	7.2204	 -0.000100778	0.00974973	0.137301
3.30169	7.22097	 -9.64673e-05	0.00934674	0.137204
3.30091	7.22155	 -9.25255e-05	0.0089782	0.137112
3.30017	7.22214	 -8.89205e-05	0.00864113	0.137023
3.29945	7.22273	 -8.56233e-05	0.0083328	0.136937
3.29876	7.22332	 -8.26071e-05	0.00805072	0.136855
3.29809	7.22392	 -7.98476e-05	0.00779263	0.136775
3.29744	7.22453	 -7.73227e-05	0.00755644	0.136697
3.29682	7.22513	 -7.50119e-05	0.00734026	0.136622
3.29622	7.22574	 -7.28969e-05	0.00714235	0.136549
3.29564	7.22636	 -7.09605e-05	0.00696115	0.136478
3.29508	7.22698	 -6.91875e-05	0.00679519	0.136409
3.29454	7.2276	 -6.75635e-05	0.00664316	0.136342
3.29402	7.22822	 -6.60758e-05	0.00650386	0.136276
3.29351	7.22885	 -6.47125e-05	0.00637619	0.136211
3.29302	7.22948	 -6.34629e-05	0.00625913	0.136147
3.29255	7.23012	 -6.23171e-05	0.00615177	0.136085
3.29209	7.23075	 -6.12661e-05	0.00605327	0.136024
3.29165	7.23139	 -6.03018e-05	0.00596286	0.135964
3.29121	7.23203	 -5.94166e-05	0.00587984	0.135904
3.2908	7.23268	 -5.86037e-05	0.00580358	0.135846
3.29039	7.23332	 -5.78569e-05	0.00573348	0.135788
3.29	7.23397	 -5.71703e-05	0.00566902	0.135731
3.28962	7.23462	 -5.65389e-05	0.00560971	0.135674
3.28925	7.23527	 -5.59578e-05	0.0055551	0.135618
3.28889	7.23592	 -5.54226e-05	0.00550478	0.135563
3.28854	7.23657	 -5.49295e-05	0.00545839	0.135508
3.2882	7.23723	 -5.44747e-05	0.00541558	0.135453
3.28786	7.23789	 -5.4055e-05	0.00537604	0.135399
3.28754	7.23855	 -5.36672e-05	0.00533949	0.135345
3.28723	7.23921	 -5.33088e-05	0.00530568	0.135292
3.28692	7.23987	 -5.2977e-05	0.00527436	0.135239
3.28662	7.24053	 -5.26696e-05	0.00524532	0.135187
3.28633	7.24119	 -5.23846e-05	0.00521837	0.135134
3.28605	7.24186	 -5.21199e-05	0.00519331	0.135082
3.28577	7.24252	 -5.18738e-05	0.00517	0.13503
3.2855	7.24319	 -5.16447e-05	0.00514827	0.134979
3.28523	7.24385	 -5.14311e-05	0.00512799	0.134927
3.28497	7.24452	 -5.12318e-05	0.00510904	0.134876
3.28472	7.24519	 -5.10453e-05	0.0050913	0.134825
3.28447	7.24586	 -5.08708e-05	0.00507467	0.134774
3.28423	7.24653	 -5.0707e-05	0.00505904	0.134723
3.28399	7.2472	 -5.05531e-05	0.00504434	0.134673
3.28376	7.24787	 -5.04083e-05	0.00503049	0.134622
3.28353	7.24854	 -5.02717e-05	0.00501741	0.134572
3.2833	7.24921	 -5.01427e-05	0.00500503	0.134522
3.28308	7.24988	 -5.00205e-05	0.00499329	0.134472
3.28286	7.25056	 -4.99047e-05	0.00498214	0.134422
3.28265	7.25123	 -4.97946e-05	0.00497154	0.134372
3.28244	7.2519	 -4.96898e-05	0.00496142	0.134322
3.28223	7.25258	 -4.95898e-05	0.00495175	0.134273
3.28203	7.25325	 -4.94941e-05	0.0049425	0.134223
3.28183	7.25392	 -4.94025e-05	0.00493362	0.134174
3.28163	7.2546	 -4.93146e-05	0.00492508	0.134125
3.28144	7.25527	 -4.92301e-05	0.00491686	0.134075
3.28125	7.25595	 -4.91486e-05	0.00490892	0.134026
3.28106	7.25662	 -4.90699e-05	0.00490125	0.133977
3.28087	7.2573	 -4.89938e-05	0.00489382	0.133928
3.28069	7.25797	 -4.892e-05	0.00488661	0.133879
3.28051	7.25865	 -4.88484e-05	0.0048796	0.13383
3.28033	7.25932	 -4.87788e-05	0.00487277	0.133782
3.28015	7.26	 -4.8711e-05	0.00486611	0.133733
3.27998	7.26067	 -4.86448e-05	0.00485961	0.133684
3.2798	7.26135	 -4.85801e-05	0.00485325	0.133636
3.27963	7.26202	 -4.85168e-05	0.00484702	0.133587
3.27946	7.2627	 -4.84548e-05	0.0048409	0.133539
3.2793	7.26337	 -4.8394e-05	0.0048349	0.13349
3.27913	7.26405	 -4.83342e-05	0.004829	0.133442
3.27896	7.26472	 -4.82754e-05	0.00482318	0.133394
3.2788	7.2654	 -4.82175e-05	0.00481745	0.133346
3.27864	7.26607	 -4.81604e-05	0.0048118	0.133297
3.27848	7.26675	 -4.8104e-05	0.00480622	0.133249
3.27832	7.26742	 -4.80484e-05	0.00480071	0.133201
3.27816	7.2681	 -4.79934e-05	0.00479525	0.133153
3.27801	7.26877	 -4.7939e-05	0.00478985	0.133105
3.27785	7.26945	 -4.78851e-05	0.0047845	0.133057
3.2777	7.27012	 -4.78317e-05	0.0047792	0.13301
3.27754	7.27079	 -4.77788e-05	0.00477394	0.132962
3.27739	7.27147	 -4.77263e-05	0.00476872	0.132914
3.27724	7.27214	 -4.76742e-05	0.00476353	0.132866
3.27709	7.27282	 -4.76225e-05	0.00475839	0.132819
3.27694	7.27349	 -4.7571e-05	0.00475327	0.132771
3.27679	7.27416	 -4.75199e-05	0.00474818	0.132724
3.27664	7.27483	 -4.74691e-05	0.00474312	0.132676
3.27649	7.27551	 -4.74186e-05	0.00473808	0.132629
3.27635	7.27618	 -4.73683e-05	0.00473307	0.132581
3.2762	7.27685	 -4.73182e-05	0.00472807	0.132534
3.27606	7.27752	 -4.72683e-05	0.0047231	0.132487
3.27591	7.2782	 -4.72186e-05	0.00471815	0.13244
3.27577	7.27887	 -4.71692e-05	0.00471322	0.132392
3.27563	7.27954	 -4.71198e-05	0.0047083	0.132345
3.27548	7.28021	 -4.70707e-05	0.00470339	0.132298
3.27534	7.28088	 -4.70217e-05	0.0046985	0.132251
3.2752	7.28155	 -4.69729e-05	0.00469363	0.132204
3.27506	7.28222	 -4.69241e-05	0.00468877	0.132157
3.27492	7.28289	 -4.68755e-05	0.00468392	0.13211
3.27478	7.28356	 -4.68271e-05	0.00467908	0.132064
3.27464	7.28423	 -4.67787e-05	0.00467425	0.132017
3.2745	7.2849	 -4.67305e-05	0.00466944	0.13197
3.27436	7.28557	 -4.66823e-05	0.00466463	0.131923
3.27422	7.28624	 -4.66343e-05	0.00465983	0.131877
3.27408	7.28691	 -4.65863e-05	0.00465504	0.13183
3.27395	7.28758	 -4.65385e-05	0.00465026	0.131784
3.27381	7.28825	 -4.64907e-05	0.00464549	0.131737
3.27367	7.28891	 -4.6443e-05	0.00464073	0.131691
3.27354	7.28958	 -4.63954e-05	0.00463597	0.131644
3.2734	7.29025	 -4.63478e-05	0.00463122	0.131598
3.27327	7.29091	 -4.63004e-05	0.00462648	0.131552
3.27313	7.29158	 -4.6253e-05	0.00462175	0.131505
3.27299	7.29225	 -4.62057e-05	0.00461702	0.131459
3.27286	7.29291	 -4.61584e-05	0.0046123	0.131413
3.27273	7.29358	 -4.61112e-05	0.00460759	0.131367
3.27259	7.29424	 -4.60641e-05	0.00460288	0.131321
3.27246	7.29491	 -4.6017e-05	0.00459818	0.131275
3.27232	7.29557	 -4.597e-05	0.00459348	0.131229
3.27219	7.29624	 -4.59231e-05	0.00458879	0.131183
3.27206	7.2969	 -4.58762e-05	0.0045841	0.131137
3.27192	7.29757	 -4.58293e-05	0.00457943	0.131091
3.27179	7.29823	 -4.57826e-05	0.00457475	0.131046
3.27166	7.29889	 -4.57359e-05	0.00457009	0.131
3.27153	7.29956	 -4.56892e-05	0.00456542	0.130954
3.27139	7.30022	 -4.56426e-05	0.00456077	0.130908
3.27126	7.30088	 -4.5596e-05	0.00455611	0.130863
3.27113	7.30154	 -4.55495e-05	0.00455147	0.130817
3.271	7.3022	 -4.55031e-05	0.00454683	0.130772
3.27087	7.30287	 -4.54567e-05	0.00454219	0.130726
3.27073	7.30353	 -4.54103e-05	0.00453756	0.130681
3.2706	7.30419	 -4.5364e-05	0.00453293	0.130636
3.27047	7.30485	 -4.53178e-05	0.00452831	0.13059
3.27034	7.30551	 -4.52716e-05	0.0045237	0.130545
3.27021	7.30617	 -4.52254e-05	0.00451909	0.1305
3.27008	7.30683	 -4.51793e-05	0.00451448	0.130455
3.26995	7.30749	 -4.51333e-05	0.00450988	0.130409
3.26982	7.30815	 -4.50873e-05	0.00450528	0.130364
3.26969	7.3088	 -4.50413e-05	0.00450069	0.130319
3.26956	7.30946	 -4.49954e-05	0.0044961	0.130274
3.26943	7.31012	 -4.49496e-05	0.00449152	0.130229
3.2693	7.31078	 -4.49037e-05	0.00448694	0.130184
3.26917	7.31143	 -4.4858e-05	0.00448237	0.13014
3.26904	7.31209	 -4.48123e-05	0.0044778	0.130095
3.26891	7.31275	 -4.47666e-05	0.00447324	0.13005
3.26878	7.3134	 -4.4721e-05	0.00446868	0.130005
3.26865	7.31406	 -4.46754e-05	0.00446412	0.129961
3.26852	7.31472	 -4.46299e-05	0.00445957	0.129916
3.2684	7.31537	 -4.45844e-05	0.00445503	0.129871
3.26827	7.31603	 -4.45389e-05	0.00445049	0.129827
3.26814	7.31668	 -4.44936e-05	0.00444595	0.129782
3.26801	7.31733	 -4.44482e-05	0.00444142	0.129738
3.26788	7.31799	 -4.44029e-05	0.0044369	0.129694
3.26775	7.31864	 -4.43577e-05	0.00443237	0.129649
3.26762	7.3193	 -4.43124e-05	0.00442786	0.129605
3.2675	7.31995	 -4.42673e-05	0.00442334	0.129561
